Batch	scan009
509.00	-0.001
510.00	0.001
511.00	-0.003
512.00	-0.003
513.00	0.002
514.00	-0.002
515.00	-0.002
516.00	-0.008
517.00	-0.001
518.00	-0.008
519.00	-0.002
520.00	-0.003
521.00	-0.006
522.00	-0.005
523.00	-0.004
524.00	0.001
525.00	-0.007
526.00	-0.008
527.00	-0.010
528.00	-0.004
529.00	-0.005
530.00	-0.011
531.00	-0.005
532.00	-0.010
533.00	-0.007
534.00	-0.008
535.00	-0.011
536.00	-0.010
537.00	-0.008
538.00	-0.003
539.00	-0.009
540.00	-0.006
541.00	-0.005
542.00	-0.011
543.00	-0.001
544.00	-0.006
545.00	-0.005
546.00	-0.006
547.00	-0.004
548.00	-0.003
549.00	-0.004
550.00	-0.001
551.00	0.000
552.00	-0.004
553.00	0.002
554.00	0.001
555.00	-0.005
556.00	0.002
557.00	-0.001
558.00	-0.004
559.00	0.001
560.00	0.001
561.00	0.001
562.00	0.003
563.00	0.000
564.00	0.002
565.00	0.000
566.00	0.001
567.00	0.004
568.00	0.004
569.00	0.003
570.00	0.004
571.00	0.004
572.00	0.006
573.00	0.004
574.00	0.010
575.00	0.008
576.00	0.008
577.00	0.009
578.00	0.009
579.00	0.011
580.00	0.009
581.00	0.013
582.00	0.009
583.00	0.015
584.00	0.009
585.00	0.014
586.00	0.016
587.00	0.017
588.00	0.015
589.00	0.014
590.00	0.017
591.00	0.018
592.00	0.021
593.00	0.022
594.00	0.024
595.00	0.027
596.00	0.026
597.00	0.022
598.00	0.026
599.00	0.030
600.00	0.023
601.00	0.026
602.00	0.030
603.00	0.030
604.00	0.029
605.00	0.026
606.00	0.029
607.00	0.030
608.00	0.030
609.00	0.031
610.00	0.030
611.00	0.033
612.00	0.032
613.00	0.028
614.00	0.035
615.00	0.032
616.00	0.034
617.00	0.036
618.00	0.038
619.00	0.036
620.00	0.037
621.00	0.035
622.00	0.038
623.00	0.039
624.00	0.040
625.00	0.037
626.00	0.038
627.00	0.037
628.00	0.041
629.00	0.041
630.00	0.041
631.00	0.042
632.00	0.041
633.00	0.044
634.00	0.041
635.00	0.042
636.00	0.044
637.00	0.044
638.00	0.044
639.00	0.046
640.00	0.046
641.00	0.049
642.00	0.050
643.00	0.050
644.00	0.051
645.00	0.051
646.00	0.053
647.00	0.049
648.00	0.051
649.00	0.053
650.00	0.054
651.00	0.056
652.00	0.058
653.00	0.054
654.00	0.052
655.00	0.055
656.00	0.058
657.00	0.057
658.00	0.056
659.00	0.054
660.00	0.058
661.00	0.056
662.00	0.053
663.00	0.058
664.00	0.055
665.00	0.056
666.00	0.052
667.00	0.054
668.00	0.050
669.00	0.053
670.00	0.049
671.00	0.048
672.00	0.046
673.00	0.042
674.00	0.043
675.00	0.038
676.00	0.037
677.00	0.031
678.00	0.033
679.00	0.028
680.00	0.026
681.00	0.025
682.00	0.020
683.00	0.019
684.00	0.015
685.00	0.016
686.00	0.012
687.00	0.011
688.00	0.009
689.00	0.006
690.00	0.007
691.00	0.003
692.00	0.001
693.00	-0.001
694.00	-0.001
695.00	-0.001
696.00	-0.002
697.00	-0.003
698.00	-0.004
699.00	-0.007
700.00	-0.007
701.00	-0.008
702.00	-0.006
703.00	-0.009
704.00	-0.009
705.00	-0.009
706.00	-0.008
707.00	-0.010
708.00	-0.011
709.00	-0.011
710.00	-0.010
711.00	-0.007
712.00	-0.011
713.00	-0.009
714.00	-0.011
715.00	-0.009
716.00	-0.010
717.00	-0.010
718.00	-0.010
719.00	-0.010
720.00	-0.010
721.00	-0.010
722.00	-0.013
723.00	-0.012
724.00	-0.010
725.00	-0.011
726.00	-0.010
727.00	-0.012
728.00	-0.011
729.00	-0.012
730.00	-0.011
731.00	-0.010
732.00	-0.010
733.00	-0.011
734.00	-0.012
735.00	-0.011
736.00	-0.008
737.00	-0.012
738.00	-0.011
739.00	-0.011
740.00	-0.010
741.00	-0.011
742.00	-0.012
743.00	-0.008
744.00	-0.011
745.00	-0.008
746.00	-0.009
747.00	-0.010
748.00	-0.010
749.00	-0.008
750.00	-0.010
751.00	-0.008
752.00	-0.009
753.00	-0.008
754.00	-0.008
755.00	-0.009
756.00	-0.010
757.00	-0.009
758.00	-0.008
759.00	-0.008
760.00	-0.007
761.00	-0.009
762.00	-0.009
763.00	-0.009
764.00	-0.009
765.00	-0.007
766.00	-0.008
767.00	-0.008
768.00	-0.009
769.00	-0.009
770.00	-0.009
771.00	-0.007
772.00	-0.009
773.00	-0.010
774.00	-0.007
775.00	-0.009
776.00	-0.008
777.00	-0.007
778.00	-0.007
779.00	-0.007
780.00	-0.010
781.00	-0.007
782.00	-0.008
783.00	-0.007
784.00	-0.007
785.00	-0.007
786.00	-0.009
787.00	-0.007
788.00	-0.007
789.00	-0.006
790.00	-0.007
791.00	-0.008
792.00	-0.009
793.00	-0.006
794.00	-0.006
795.00	-0.008
796.00	-0.005
797.00	-0.006
798.00	-0.008
799.00	-0.008
800.00	-0.007
